ship_mmsi,allowed_ports
NGRACONKK,"BRPDM,CNMEZ,CNSLH,CNDJK"
OARAGFKKK,"USSEA,CAPRR,USLSA,CAVCR,USOAK,MXESE,MXLCS,MXMAN,PECAL,PABAL,ECGYL,USSAV,USNYK,COBUE,CLSAN,CLTAL,UYULA,CLLIR,BRTUB,BRPAR,BRRDJ,UYMON,BRIOA,BRSTS,BRIJI,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,SIKOP,ITGOA,DEHAM,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRYAR,EGSOK,JOAQA,ROCON,EGALE,SAJUB,SADMA,SAJED,KWMAA,AEJAL,AEABU,OMSOH,AEKHA,AEFUJ,PKQAS,PKKAR,INNSA,INCHN,LKCOL,INKNP,INMUN,INKUP,THLCB,VNHPG,VNCAM,CNHUI,MY3182,CNLSN,HKHKG,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CNTJN,MYPKE,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,TWKAO,CNZJG,AUFRE,CNDJK,CNBYQ,MYPEN,CNSDG,CNMWN,CNCGM,CNXIA,CNRIZ,CNSHE,SGSGP,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNGLA,CNWEI,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRBUS,JPMIZ,JPKMA,KRYOS,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI"
OARNCKCNK,"CNHUI,CNCZH,CNHKO,CNSTO,CNSYA,CNZHA,CNDNG"
OAOOFGKKK,"CAPRR,CAVCR,BRPDM,BEZEE,DEHAM,MTMAL,BEANT,PLGDA,NLROT,SADMA,SARTA,KWMAA,IQMAB,AEJAL,AEABU,AERUW,OMSOH,AEKHA,AEFUJ,VNCAM,CNHUI,MY3182,CNLSN,HKHKG,CNFAN,CNNBO,CNZOS,CNJIN,CNHUA,CNTAI,CNTJN,MYPKE,CNYSN,CNJIT,CNNSA,CNYTN,MY3173,CNJIA,CNLYG,CNYAN,CNMEZ,CNDAL,CNYPG,TWKAO,CNSLH,CNDJK,CNBYQ,CNSDG,CNCGM,AUPHE,CNXIA,CNRIZ,SGSGP,CNZHA,CNDDG,CNQIZ,CNLYW,CNBAO,CNQIN,CNCFD,CNMJS,JPKAW,KRPOH,KRGWA,JPFUK,JPKII,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPMIZ,JPKMA,KRYOS,AUGLE,AUAPT,AUNTL,AUBRI,AUHAY"
OACKNGKKK,"USSEA,USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,PABAL,USNPN,USSAV,USCHA,USNYK,COBUE,CLSAN,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,FRFOS,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,UAODS,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INMUN,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CN9014,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,AUGER,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,CNSWE,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNMWN,CNCGM,CNXIA,CN2039,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNGLA,MYPGG,CNWEI,IDSAM,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUNTL,AUBRI,AUHAY,RUNJK"
OARAFGKKK,"BRPDM,SAJUT,SARTA,KWMAA,IQMAB,AERUW,OMMAF,AEFUJ,CNHUI,CNLSN,CNNBO,CNZOS,CNTJN,CNMEZ,CNDAL,CNYPG,TWKAO,CNSLH,CNDJK,CNSDG,SGSGP,CNZHA,CNQIZ,CNQIN,CNCFD,KRGWA,JPKII,JPSKI,JPCBA"
OFFNYRGKK,"USLGB,USLSA,PABAL,USNFK,USSAV,USCHA,USNYK,BRPDM,GBLGP,MATAN,FRLEH,BEZEE,FRFOS,ITGOA,DEHAM,BEANT,PLGDA,ESVAL,NLROT,EGSOK,GRPIR,JOAQA,SADMA,QAHMD,SAJED,AEJAL,OMSOH,AEKHA,PKKAR,INNSA,INMUN,VNCMP,HKHKG,CNNBO,CNZOS,CNFUN,CNTJN,MYPKE,CNYSN,CNWGQ,CNCJK,CNJIT,CNNSA,CNYTN,CNLYG,CNMEZ,CNDAL,TWKAO,CNSLH,CNDJK,CNXIA,CNSHE,SGSGP,TWTAP,CNQIN,KRGWA,KRBUS"
OAOFOGKKK,"USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,ECGYL,USNYK,COBUE,UYULA,BRPAR,BRRDJ,UYMON,BRSTS,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,MTMAL,BEANT,PLGDA,ESGIJ,NLROT,TRYAR,GRAGT,ZARIB,JOAQA,ROCON,EGALE,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,OMSOH,AEFUJ,PKQAS,PKKAR,INKNP,INMUN,THLCB,THKSI,VNHPG,VNCAM,CNHUI,CNPAN,CNTAZ,MY3182,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNMWN,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,MYPGG,CNWEI,IDSAM,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI"
OAOGRYKKK,"USLSA,CAVCR,USOAK,GTPQL,MXLCS,MXMAN,PECAL,PABAL,ECGYL,USNPN,USSAV,USNYK,COBUE,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INCHN,INKNP,INMUN,INVIS,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CNHUI,CNPAN,CNTAZ,MY3182,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,CNSLH,AUFRE,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNMWN,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,MYPGG,CNWEI,IDSAM,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI,AUHAY,RUNJK"
OFFYOFFKK,"USSEA,CAPRR,USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,PABAL,ECGYL,USSAV,USNYK,COBUE,CLSAN,CLTAL,UYULA,BRTUB,BRPAR,BRRDJ,UYMON,BRIOA,BRSTS,BRIJI,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,SIKOP,ITGOA,DEHAM,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRYAR,EGSOK,JOAQA,ROCON,EGALE,SAJUB,SADMA,SAJED,KWMAA,AEJAL,AEABU,OMSOH,AEFUJ,PKQAS,PKKAR,INNSA,INCHN,LKCOL,INKNP,INMUN,INKUP,THLCB,VNHPG,VNCAM,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CNTJN,MYPKE,MYPAG,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,CNZZU,TWKAO,CNZJG,AUFRE,CNDJK,CNBYQ,MYPEN,CNSDG,CNMWN,CNCGM,CNXIA,CNRIZ,CNSHE,SGSGP,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNGLA,CNWEI,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRBUS,JPMIZ,JPKMA,KRYOS,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI"
OAOFOSKKK,"USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,ECGYL,USNYK,COBUE,UYULA,BRPAR,BRRDJ,UYMON,BRSTS,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,MTMAL,BEANT,PLGDA,ESGIJ,NLROT,TRYAR,GRAGT,ZARIB,JOAQA,ROCON,EGALE,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,OMSOH,AEFUJ,PKQAS,PKKAR,INKNP,INMUN,THLCB,THKSI,VNHPG,VNCAM,CNHUI,CNPAN,CNTAZ,MY3182,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNMWN,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,MYPGG,CNWEI,IDSAM,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI,RUNJK"
OACRRAKKK,"CNCJN,CNHUI,CNCZH,CNNTG,CNFAN,CNYJG,CNNBO,CNZOS,CNGUA,CNFUN,CNHKO,CNDYI,CNSTO,CNCJK,CNJIT,CNDSN,CNTAX,CNFUZ,CNJIA,CNLYG,CNYAN,CNWEF,CNCHS,CNMEZ,CNDAL,CNYPG,TWKAO,CNBAS,CNDJK,CNYIZ,CNSDG,CNBHI,CNJIJ,CNZHA,CNZPU,CNQUA,CNZHE,CNWEN,CNCHZ,CNQHD,CNNJG,CNDNG,KRDAN,KRULS"
OARANFKKK,"BRPDM,XZKMN,SAJUT,QAASN,SARTA,KWMAA,IQMAB,AERUW,OMMAF,AEZUR,AEFUJ,MMMIO,CNHUI,CNLSN,CNNBO,CNZOS,CNJIN,CNTJN,CNYAN,CNMEZ,CNDAL,CNYPG,TWKAO,CNSLH,CNDJK,CNSDG,SGSGP,CNZHA,CNQIZ,CNQIN,CNCFD,KRGWA,JPKII,JPSKI,KRULS,KRINC,JPCBA"
OACOFGOCK,"CNCJN,CNHUI,CNCZH,CNNTG,CNFAN,CNYJG,CNNBO,CNZOS,CNGUA,CNFUN,CNHKO,CNDYI,CNSTO,CNCJK,CNTAX,CNFUZ,CNJIA,CNYAN,CNCHS,CNMEZ,CNDAL,CNYPG,TWKAO,CNBAS,CNDJK,CNYIZ,CNBHI,CNZHA,CNZPU,CNQUA,CNZHE,CNNJG,CNDNG,KRDAN,KRULS"
OFFKNFFKK,"BRPDM,XZKMN,SAJUT,QAASN,SARTA,KWMAA,IQMAB,AERUW,OMMAF,AEZUR,AEFUJ,MMMIO,CNHUI,CNLSN,CNNBO,CNZOS,CNJIN,CNTJN,CNYAN,CNMEZ,CNDAL,CNYPG,TWKAO,CNSLH,CNDJK,CNSDG,SGSGP,CNZHA,CNQIZ,CNQIN,CNCFD,KRGWA,JPKII,JPSKI,JPCBA"
OARRKCNAK,"USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,ECGYL,USNYK,COBUE,CLTAL,UYULA,BRPAR,BRRDJ,UYMON,BRSTS,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,MTMAL,BEANT,PLGDA,ESGIJ,NLROT,TRYAR,GRAGT,ZARIB,JOAQA,ROCON,EGALE,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,OMSOH,AEFUJ,PKQAS,PKKAR,INKNP,INMUN,THLCB,VNHPG,VNCAM,CNHUI,CNPAN,CNTAZ,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNDJK,CNBYQ,CNLKU,CNSDG,CNPLI,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,CNWEI,IDSAM,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI"
OARAYOKKK,"USLSA,CAVCR,USOAK,GTPQL,MXLCS,MXMAN,PECAL,PABAL,ECGYL,USNPN,USSAV,USNYK,COBUE,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INCHN,INKNP,INMUN,INVIS,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CNHUI,CNPAN,CNTAZ,MY3182,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,CNSWE,TWKAO,CNZJG,CNSLH,AUFRE,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNMWN,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,MYPGG,CNWEI,IDSAM,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI,AUHAY,RUNJK"
OARYSNKKK,"USSEA,USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,PABAL,USNPN,USSAV,USCHA,USNYK,COBUE,CLSAN,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,FRFOS,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,UAODS,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INMUN,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CN9014,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,AUGER,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,CNSWE,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNMWN,CNCGM,CNXIA,CN2039,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNGLA,MYPGG,CNWEI,IDSAM,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUNTL,AUBRI,AUHAY,RUNJK"
OARANAKKK,"USSEA,CAPRR,USLSA,CAVCR,USOAK,MXESE,MXLCS,MXMAN,PECAL,PABAL,ECGYL,USSAV,USNYK,COBUE,CLSAN,CLTAL,UYULA,CLLIR,BRTUB,BRPAR,BRRDJ,UYMON,BRIOA,BRSTS,BRIJI,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,SIKOP,ITGOA,DEHAM,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRYAR,EGSOK,JOAQA,ROCON,EGALE,SAJUB,SADMA,SAJED,KWMAA,AEJAL,AEABU,OMSOH,AEKHA,AEFUJ,PKQAS,PKKAR,INNSA,INCHN,LKCOL,INKNP,INMUN,INKUP,THLCB,VNHPG,VNCAM,CNHUI,MY3182,CNLSN,HKHKG,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CNTJN,MYPKE,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,TWKAO,CNZJG,AUFRE,CNDJK,CNBYQ,MYPEN,CNSDG,CNMWN,CNCGM,CNXIA,CNRIZ,CNSHE,SGSGP,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNGLA,CNWEI,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRBUS,JPMIZ,JPKMA,KRYOS,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI"
RNRKGGKKK,"MXLCS,USLUA,USNYK,UYULA,GBBEL,PTLXS,IEDUB,FRLEH,ESHUE,ITTAR,ESTAR,DZDJE,DEHAM,FRROU,MTMAL,BEANT,ESGIJ,NLROT,TRGEB,TRYAR,GRAGT,LTKLJ,EGALE,THLCB,IDCXP,IDJAK,VNHCM,VNHPG,VNQUN,THRAY,CNHUM,CNCJN,CNHUI,CNCZH,HKHKG,CNNTG,CNFAN,CNYJG,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHKO,CNHPU,CNDYI,CNTAI,CNTJN,MYPKE,MYPAG,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNSHA,CNNSA,CNDSN,CNTAX,CNFUZ,CNYTN,CNJIA,TWHLN,CNLYG,CNYAN,CNWEF,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNBAS,CNDJK,CNBYQ,CNYIZ,CNSHS,CNSDG,CNCGM,CNXIA,CNBHI,PHBAT,TWMAI,CNRIZ,CNSHE,SGSGP,TWTCH,CNJIJ,CNZHA,CNZPU,CNQUA,CNZHE,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNNJG,CNGLA,CNDNG,CNWEI,CNNDE,KRPOH,KRGWA,KRDAN,JPFUK,JPKIS,JPSKI,JPTOK,KRULS,KRINC,JPNAG,JPYOK,KRPYT,KRBUS,JPMIZ,JPOSK,AUADE,AUGEE"
OFFRSFNKK,"USLUA,PECAL,ECGYL,USNYK,PEMAT,ECPBO,UYULA,CLMEJ,BRRDJ,UYMON,BRRGR,GBBEL,PTLXS,GHTEM,GNCON,IEDUB,FRLEH,BEZEE,SIKOP,ESHUE,ITTAR,ESTAR,DZDJE,DEHAM,ITRAV,FRROU,MTMAL,BEANT,PLGDA,ESGIJ,NLROT,ESBIL,TRGEB,TRYAR,ZADUR,GRAGT,ZARIB,LTKLJ,FIKOT,ZAPLZ,EGALE,KEMOM,TZDRS,AEJAL,OMSOH,PKQAS,PKKAR,INKAN,THLCB,IDCXP,IDJAK,VNHCM,VNHPG,VNQUN,THRAY,CNHUM,CNCJN,CNHUI,CNCZH,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNDAF,CNYJG,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHKO,CNHPU,CNDYI,CNTAI,CNTJN,MYPKE,MYPAG,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNSHA,CNDSN,CNTAX,CNFUZ,CNJIA,TWHLN,CNLYG,CNYAN,CNWEF,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNBAS,CNDJK,CNBYQ,CNYIZ,CNSHS,CNSDG,AUBUN,CNPLI,CNCGM,CNXIA,CNBHI,PHBAT,TWMAI,CNRIZ,SGSGP,TWTCH,CNJIJ,CNZHA,CNZPU,CNQUA,CNZHE,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,CNDNG,CNWEI,CNNDE,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,JPTOK,KRULS,KRINC,JPNAG,JPYOK,KRPYT,KRBUS,JPMIZ,JPMOJ,JPOSK,AUGLE,AUMEL,AUNTL,AUPKE,AUADE,AUGEE,NZAKL,NZTAU"
OAROONGSK,"CNCJN,CNHUI,CNCZH,CNNTG,CNFAN,CNYJG,CNNBO,CNZOS,CNGUA,CNFUN,CNHKO,CNDYI,CNSTO,CNCJK,CNTAX,CNFUZ,CNJIA,CNYAN,CNCHS,CNMEZ,CNDAL,CNYPG,TWKAO,CNBAS,CNDJK,CNYIZ,CNBHI,CNZHA,CNZPU,CNQUA,CNZHE,CNNJG,CNDNG,KRDAN,KRULS"
